id,uri,old_findID,secuid,objecttype,objectCertainty,classification,subClassification,length,height,width,thickness,diameter,weight,quantity,otherRef,smrRef,musaccno,TID,broadperiod,fromdate,todate,periodFromName,subperiodFrom,periodToName,subperiodTo,cultureName,description,note,reasonTerm,notes,inscription,workflow,rulerName,mintName,denominationName,tribeName,reeceID,categoryTerm,typeTerm,geography,axis,moneyerName,obverseDescription,reverseDescription,obverseLegend,reverseLegend,mintmark,cciNumber,reverseType,datefound1,datefound2,regionName,county,district,parish,knownas,gridref,fourFigure,easting,northing,latitude,longitude,gridSource,subsequentActionTerm,currentLocation,thumbnail,imagedir,filename,finder,discoveryMethod,creator,institution,created,updated
967439,https://finds.org.uk/database/artefacts/record/id/967439,PUBLIC-ACED26,PAS5D5ACED2001616,COIN,,,,,,,,15.23,2.03,1,,,"2019,4160.1",,ROMAN,333,333,ROMAN,,ROMAN,,,"A copper-alloy Roman nummus of the House of Constantine, dating to the period c.AD 333 (Reece period 17). VRBS ROMA reverse type with reverse depicting a She-wolf and twins, two stars above. Mint of Lyon. As RIC VII, p. 139 no. 260.",,,,,3,"House of Constantine",Lugdunum,"Nummus (AE 1 - AE 4)",,17,,,,,,"Helmeted bust left","Wolf and twins","VRBS ROMA",,-//WreathPLG,,,2019-08-18T00:00:00Z,,,Hertfordshire,"Welwyn Hatfield","Restricted access","Nr Codicote",,"Restricted access",,,,,,"Donated to a museum","British Museum",1069225,images/strebor/,PUBLICACED26HseofConstantineVRBSROMA.jpg,"Restricted info","Metal detector","David Roberts",PUBLIC,2019-08-19T17:31:14Z,2019-12-06T14:22:28Z
967395,https://finds.org.uk/database/artefacts/record/id/967395,PUBLIC-AB24A5,PAS5D5AB24A001550,COIN,,,,,,,,26.79,9.08,1,,,,,ROMAN,117,138,ROMAN,,ROMAN,,,"A worn coper-alloy Roman as of Hadrian (AD 117-138), dating to the period AD 119 (Reece period 6). PONT MAX TR POT COS III SC / BRITANNIA reverse type depicting Britannia seated left on a rock, resting head on right hand, holding sceptre. Mint of Rome. As RIC II, p. 412, no. 577. This is a Coin of British Association, as examples from the Sacred Spring at Bath, Walker, 1988: p. 291, nos. 1-39, pl. XXXI.",,,"Coin of British Association: Hadrian Britannia",,3,Hadrian,Rome,As,,6,,,,,,"Laureate bust facing right","Britannia seated left on a rock, resting head on right hand, holding sceptre, shield to right","[IMP CAESAR TRAIANVS HADRIANVS AVG]","[PONT MAX TR POT COS III] SC [BRITANNIA in exergue]",-//-,,,2019-08-18T00:00:00Z,,,Hertfordshire,"Welwyn Hatfield","Restricted access","Nr Codicote",,"Restricted access",,,,,,"Returned to finder",,1069185,images/strebor/,PUBLICAB24A5RomanAsHadrian117138BRITANNIA.jpg,"Restricted info","Metal detector","David Roberts",PUBLIC,2019-08-19T15:29:30Z,2019-08-19T16:13:37Z
965504,https://finds.org.uk/database/artefacts/record/id/965504,ESS-838A69,PAS5D4838A60019C4,COIN,,,,,,,1.2,18.3,2.08,1,,,,,ROMAN,359,361,ROMAN,,ROMAN,,,"A silver Roman siliqua of Constantius II, possibly a contemporary copy, dated to AD 359-361 (Reece period 18).&nbsp;Obverse: diademed, draped and cuirassed bust right. DN CONSTANTIVS P F AVGReverse: VOTIS/XXX/MVLTIS/XXXX in wreath.Mint of Arles. cf. RIC VIII,&nbsp;p. 224, no. 261",,,,,3,"Constantius II",,Siliqua,,18,,,,6,,"Diademed, draped and cuirassed bust right","Legend within a wreath","DN CONSTAN-TIVS P F AVG",VOTIS/XXX/MVLTIS/XXXX,-//SCON,,,2019-03-07T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1067671,images/slflynn/,ESS838A69.jpg,"Restricted info","Metal detector","Sophie Flynn",ESS,2019-08-05T15:09:42Z,2020-05-16T22:36:46Z
957731,https://finds.org.uk/database/artefacts/record/id/957731,BUC-F6F7E4,PAS5CFF6F7E0013F0,COIN,,,,,,,,18.2,3.82,1,"AYBCM 5062",,,,"IRON AGE",-45,-25,"IRON AGE",,"IRON AGE",,,"A copper alloy core for a gold-plated Iron Age coin, a contemporary copy of a gold stater of Addedomaros (c. 45-25 BC) of the Catuvellauni Tribe. The obverse depicts two back-to-back crescents and the reverse a horse right with spiral sun and branch. This coin appears to be a copy of ABC 2511: 'Addedomaros Floral Spiral'.",,,,,3,ADDEDOMAROS,,"Stater (copper alloy)",Catuvellauni,,,,,,,"Back-to-back crescents on a plan field, pellets and lines within","Small horse right with spiral sun above and branch and ringed pellet below",-,"Traces of ADDEDOMAROS",,,,2019-05-29T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1060832,images/hwickenden/,BUCF6F7E4.jpg,"Restricted info","Metal detector","Helen Wickenden",BUC,2019-06-11T10:08:14Z,2019-08-20T16:23:58Z
957485,https://finds.org.uk/database/artefacts/record/id/957485,BH-E25284,PAS5CFE2528001477,COIN,,,,,,,,21.9,4.23,1,,,,,ROMAN,71,79,ROMAN,,ROMAN,,,"A corroded copper-alloy Roman as, probably of Vespasian (AD 69-79), dating to the period c.71-79 (Reece period 4). [PR]OVIDEN[T], S C reverse type depicting an Altar. Probably mint of Lyon. Cf. RIC II (2nd ed.), p. 143, no. 1166 passim for the reverse type.",,,,,3,Vespasian,Lugdunum,As,,4,,,,,,"Unclear laureate head right","An Altar",Illegible,"[PR]OVIDEN[T], S C",-//-,,,2018-11-01T00:00:00Z,2018-11-30T00:00:00Z,,Hertfordshire,Dacorum,"Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1064256,images/mfittock/,BHE25284.jpg,"Restricted info","Metal detector","Matthew Fittock",BH,2019-06-10T10:38:48Z,2019-07-10T09:18:51Z
956564,https://finds.org.uk/database/artefacts/record/id/956564,BH-6349FE,PAS5CF6349F001F50,COIN,,,,,,,,17.2,2.51,1,,,,,ROMAN,286,293,ROMAN,,ROMAN,,,"An incomplete copper-alloy radiate of Carausius (AD 286-293), dating to the period AD 286 to 293 (Reece Period 14). [C]ON[CORDIA MILIT] or similar reverse depicting the Emperor standing right, clasping the hand of Concordia. Mint of Rouen / Continental Mint. This coin has been considered for Sam Moorhead's corpus for RIC.",,,,,3,Carausius,Rotomagus,"Radiate (antoninianus)",,14,,,,6,,"Radiate and cuirassed right","Emperor standing right, clasping the hand of Concordia",[...],"[C]ON[CORDIA MILIT] or similar","[ ]",,,2018-12-02T00:00:00Z,2018-12-02T00:00:00Z,,Hertfordshire,"North Hertfordshire","Restricted access",,,"Restricted access",,,,,,"Returned to finder",,1060249,images/mfittock/,BH6349FE.jpg,"Restricted info","Metal detector","Matthew Fittock",BH,2019-06-04T10:06:39Z,2019-08-22T14:47:21Z
955636,https://finds.org.uk/database/artefacts/record/id/955636,BM-E69D94,PAS5CEE69D9001421,COIN,,,,,,,,18,2.26,1,,,,,"IRON AGE",-60,-20,"IRON AGE",,"IRON AGE",,,"An incomplete copper-alloy Gallo-Belgic unit of the Suessiones, probably of ?EIVICIACOS, dating to the period c.60-25 BC, type ""au Taureau immobile"". Obverse: Unclear bust right, traces of legend [...EIVIC]IAC below. Reverse: Bull(?) right, six petalled flower above, crescent motif below. As DT, p. 122, no. 561; La Tour no. 7207",,,"Coin identified thanks to images supplied by the finder.",,3,,,"Unit (copper alloy)",Suessiones,,,,"Belgic,Continental",,,"Unclear bust right, traces of legend [...EIVIC]IAC below.","Bull(?) right, six petalled flower above, crescent motif below","[...EIVIC]IAC (retrograde)",,,,,2017-01-01T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access","Near Ware",,"Restricted access",,,,,,"Returned to finder",,1058935,images/aibrown/,BME69D94.jpg,"Restricted info","Metal detector","Andrew Brown",BM,2019-05-29T12:15:37Z,2019-05-29T14:40:45Z
955589,https://finds.org.uk/database/artefacts/record/id/955589,BM-E58BCF,PAS5CEE58BC001FA0,COIN,,,,,,,,15,1.18,1,,,,,"IRON AGE",10,40,"IRON AGE",,"IRON AGE",,,"An incomplete silver unit of the North Thames region / Catuvellauni and Trinovantes, struck for Cunobelin, dating to the period c.AD 10-40, Cunobelinus Winged Victory type. Obverse: Bust right, CVNO behind, BELINVS in front. Reverse: Winged Victory standing right , wreath in right hand, TAS behind [CI]IOV in front. As ABC, p. 139, no. 2882; BMC no. 1883.",,,"Coin identified thanks to images supplied by the finder.",,3,Cunobelin,,"Unit (silver)",,,,,"Eastern,British",,,"Bust right, CVNO behind, BELINVS in front.","Winged Victory standing right , wreath in right hand, TAS behind [CI]IOV in front",CVNO-BELINVS,TAS-[CI]IOV,,,,2018-01-01T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access","Near Ware",,"Restricted access",,,,,,"Returned to finder",,1058884,images/aibrown/,BME58BCF.jpg,"Restricted info","Metal detector","Andrew Brown",BM,2019-05-29T11:02:36Z,2019-05-29T12:22:28Z
955585,https://finds.org.uk/database/artefacts/record/id/955585,BM-E55FC6,PAS5CEE55FC001662,COIN,,,,,,,,14,1.4,1,,,,,"IRON AGE",-60,-20,"IRON AGE",,"IRON AGE",,,"A gold Iron Age uninscribed quarter stater of the North Thames region / Catuvellauni, dating to the period c.60-20 BC, Whaddon Wings Cross type. Obverse: Wreath, cloak and crescents, angular wing-like motifs above. Reverse: Horse right, Maltese cross above. As ABC p. 124, no. 2457.",,,"Coin identified thanks to images supplied by the finder.",,3,,,"Quarter stater (gold)",,,,,"Eastern,British",,,"Wreath, cloak and crescents, angular wing-like motifs above.","Horse right, Maltese cross above",,,,,,2015-01-01T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access","Near Ware",,"Restricted access",,,,,,"Returned to finder",,1058878,images/aibrown/,BME55FC6.jpg,"Restricted info","Metal detector","Andrew Brown",BM,2019-05-29T10:50:52Z,2019-05-29T12:22:23Z
955581,https://finds.org.uk/database/artefacts/record/id/955581,BM-E533BA,PAS5CEE533B001ADF,COIN,,,,,,,,17,5.76,1,,,,,"IRON AGE",-60,-20,"IRON AGE",,"IRON AGE",,,"A gold Iron Age uninscribed stater of the North Thames region / Catuvellauni, dating to the period c.60-20 BC, Early Whaddon Chase type. Obverse: Wreath, cloak and crescents, rounded wing motifs above wreath. Reverse: Horse right, wing motif above, pellet sun  below. As ABC p. 123, no. 2433; BMC nos. 295-330.",,,"Coin identified thanks to images supplied by the finder.",,3,,,"Stater (gold)",,,,,"Eastern,British",,,"Wreath, cloak and crescents, rounded wing motifs above wreath.","Horse right, wing motif above, pellet sun  below",,,,,,2018-01-01T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access","Near Ware",,"Restricted access",,,,,,"Returned to finder",,1058871,images/aibrown/,BME533BA.jpg,"Restricted info","Metal detector","Andrew Brown",BM,2019-05-29T10:39:07Z,2019-05-29T12:22:19Z
955578,https://finds.org.uk/database/artefacts/record/id/955578,BM-E507F3,PAS5CEE507F0012F2,COIN,,,,,,,,17.5,5.92,1,,,,,"IRON AGE",-60,-50,"IRON AGE",,"IRON AGE",,,"A gold Iron Age uninscribed Gallo-Belgic stater of the Ambiani, dating to the period c.60-50 BC, Gallic War Uniface type. Obverse: Plain. Reverse: Sinuous horse right, pellet below. As ABC, p. 28, no. 16.",,,"Coin identified thanks to images supplied by the finder.",,3,,,"Stater (gold)",Ambiani,,,,"Belgic,Continental",,,Plain,"Sinuous horse right, pellet below",,,,,,2017-01-01T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access","Near Ware",,"Restricted access",,,,,,"Returned to finder",,1058858,images/aibrown/,BME507F3.jpg,"Restricted info","Metal detector","Andrew Brown",BM,2019-05-29T10:27:27Z,2019-05-29T12:22:15Z
955577,https://finds.org.uk/database/artefacts/record/id/955577,BM-E4ECD6,PAS5CEE4ECD001614,COIN,,,,,,,,12,1.04,1,,,,,"IRON AGE",-80,-50,"IRON AGE",,"IRON AGE",,,"A gold Iron Age quarter stater of the North Thames region / Trinovantes, dating to the period c.80-50 BC, Clacton Cross type. Obverse: Three men in a boat design. Reverse: Cross of double lines, pellets in the angles. As ABC p. 120, no. 2356; BMC nos. 180-181.",,,"Coin identified thanks to images supplied by the finder.",,3,,,"Quarter stater (gold)",Trinovantes,,,,"Eastern,British",,,"Three men in a boat design.","Cross of double lines, pellets in the angles",,,,,,1994-01-01T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access","Near Ware",,"Restricted access",,,,,,"Returned to finder",,1058853,images/aibrown/,BME4ECD6.jpg,"Restricted info","Metal detector","Andrew Brown",BM,2019-05-29T10:20:13Z,2019-05-29T12:22:11Z
955572,https://finds.org.uk/database/artefacts/record/id/955572,BM-E4C569,PAS5CEE4C560019DA,COIN,,,,,,,,10,1.47,1,,,,,"IRON AGE",-80,-60,"IRON AGE",,"IRON AGE",,,"A gold Iron Age quarter stater, probably a Gallo-Belgic coin of the Morini, dating to the period c.80-60 BC, Boat Tree type. Obverse: Boat with two(?) occupants. Reverse: Tree-like object. As ABC p. 29, no. 40.",,,"Coin identified thanks to images supplied by the finder.",,3,,,"Quarter stater (gold)",,,,,,,,"Boat with two(?) occupants.","Tree-like object",,,,,,1992-01-01T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access","Near Ware",,"Restricted access",,,,,,"Returned to finder",,1058844,images/aibrown/,BME4C569.jpg,"Restricted info","Metal detector","Andrew Brown",BM,2019-05-29T10:09:42Z,2019-05-29T12:22:06Z
955550,https://finds.org.uk/database/artefacts/record/id/955550,BM-E3C6BB,PAS5CEE3C6B001B2D,COIN,,,,,,,,11,1.2,1,,,,,"IRON AGE",-60,-20,"IRON AGE",,"IRON AGE",,,"A gold Iron Age quarter stater of the North Thames region / Catuvellauni, dating to the period c.60-20 BC, Raunds Wing type. Obverse: Wreath across corded line, hidden face in two angles, stylised cloak and hair in opposite angles. Reverse: Annulate horse right, sunburst above, unclear torc-like motif below. Cf. ABC p. 124, no. 2466, BMC no. 367, although the current example is perhaps a die variant lacking the pellet in ring beneath the horse seen in the ABC and BMC examples.",,,"Coin identified thanks to images supplied by the finder.",,3,,,"Quarter stater (gold)",,,,,"Eastern,British",,,"Wreath across corded line, hidden face in two angles, stylised cloak and hair in opposite angles.","Annulate horse right, sunburst above, unclear torc-like motif below",,,,,,2018-01-01T00:00:00Z,,,Hertfordshire,"East Hertfordshire","Restricted access","Near Ware",,"Restricted access",,,,,,"Returned to finder",,1058833,images/aibrown/,BME3C6BB.jpg,"Restricted info","Metal detector","Andrew Brown",BM,2019-05-29T09:01:47Z,2019-05-29T12:22:02Z
952077,https://finds.org.uk/database/artefacts/record/id/952077,PUBLIC-B10F3D,PAS5CCB10F3001E43,COIN,,,,,,,,19.33,2.26,1,,,,,ROMAN,321,323,ROMAN,,ROMAN,,,"A copper-alloy Roman nummus of Constantine I (AD 306-337), dating to the period c.AD 321-323 (Reece Period 16). BEATA TRAN-QVILLITAS reverse type depicting a Globe on altar inscribed VO/TIS/XX, three stars above. Mint of Trier.",,,,,3,"Constantine I",Trier,"Nummus (AE 1 - AE 4)",,16,,,,6,,"Helmeted and cuirassed bust right","A globe on an altar inscribed VO/TIS/XX, three stars above","(CONSTAN-TINVS AVG)","[BEATA TRAN-QVILLITAS]",-//[](P)TR[],,,2019-04-28T00:00:00Z,,,Hertfordshire,"North Hertfordshire","Restricted access","Nr Royston",,"Restricted access",,,,,,"Returned to finder",,1055590,images/strebor/,PUBLICB10F3DRomannummusConstantineIBEATATRANQUILLITASmmTrier.jpg,"Restricted info","Metal detector","David Roberts",PUBLIC,2019-05-02T16:46:59Z,2019-05-08T12:02:21Z
